Country Name,Series Name,Time,Value
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,2.5
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,2.5
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,2.5
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,2.5
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Antigua and Barbuda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
